record_id,redcap_event_name,information_timestamp,consent,subject_id_quest,information_complete,nfc_timestamp,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nfc_07,nfc_08,nfc_09,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_complete,bis_11_timestamp,bis11_01,bis11_02,bis11_03,bis11_04,bis11_05,bis11_06,bis11_07,bis11_08,bis11_09,bis11_10,bis11_11,bis11_12,bis11_13,bis11_14,bis11_15,bis11_16,bis11_17,bis11_18,bis11_19,bis11_20,bis11_21,bis11_22,bis11_23,bis11_24,bis11_25,bis11_26,bis11_27,bis11_28,bis11_29,bis11_30,bis_11_complete,bscs_timestamp,bscs_1,bscs_2,bscs_3,bscs_4,bscs_5,bscs_6,bscs_7,bscs_8,bscs_9,bscs_10,bscs_11,bscs_12,bscs_13,bscs_complete,srs_timestamp,srs_01,srs_02,srs_03,srs_04,srs_05,srs_06,srs_07,srs_08,srs_09,srs_10,srs_complete,erq_timestamp,erq_01,erq_02,erq_03,erq_04,erq_05,erq_06,erq_07,erq_08,erq_09,erq_10,erq_complete,who5_timestamp,who5_1,who5_2,who5_3,who5_4,who5_5,who5_complete,cdrisc_timestamp,risc_01,risc_04,risc_06,risc_07,risc_08,risc_11,risc_14,risc_16,risc_17,risc_19,cdrisc_complete,acs_timestamp,acs_01,acs_02,acs_03,acs_04,acs_05,acs_06,acs_07,acs_08,acs_09,acs_10,acs_11,acs_12,acs_13,acs_14,acs_15,acs_16,acs_17,acs_18,acs_19,acs_20,acs_complete,flexer_timestamp,flexer_01,flexer_02,flexer_03,flexer_04,flexer_05,flexer_06,flexer_07,flexer_08,flexer_09,flexer_10,flexer_complete,lay_beliefs_timestamp,layb_01,layb_02,layb_03,layb_04,lay_beliefs_complete,appointment_timestamp,appointment_complete,subject_id_lab,vl,date,preparatory_coged_complete,general_questions_timestamp,age,gender,edu,state,general_questions_complete,inclusion,inclusion_0___1,inclusion_0___2,inclusion_0_2,researcher_questions_complete,nasatlx_aversion_timestamp,nasa_tlx_1,nasa_tlx_2,nasa_tlx_3,nasa_tlx_4,nasa_tlx_5,nasa_tlx_6,avers,nasatlx_aversion_complete,nasatlx_aversion2_timestamp,nasa_tlx_1b,nasa_tlx_2b,nasa_tlx_3b,nasa_tlx_4b,nasa_tlx_5b,nasa_tlx_6b,aversb,nasatlx_aversion2_complete,nasatlx_aversion3_timestamp,nasa_tlx_1c,nasa_tlx_2c,nasa_tlx_3c,nasa_tlx_4c,nasa_tlx_5c,nasa_tlx_6c,aversc,nasatlx_aversion3_complete,nasatlx_aversion4_timestamp,nasa_tlx_1d,nasa_tlx_2d,nasa_tlx_3d,nasa_tlx_4d,nasa_tlx_5d,nasa_tlx_6d,aversd,nasatlx_aversion4_complete,followup_coged_timestamp,followup_adherence,followup_motivation,followup_motivation_other,followup_coged_complete,t1_psychopy_ed_csv,t1_psychopy_nback_csv,t1_psychopy_randch_log,t1_session_notes,files_coged_complete,record_id_2,vl_er,date_er,preparatory_ered_complete,emg_eeg,emg_vhdr,emg_vmrk,er_psychopy_csv,ed_psychopy_csv,t2_session_notes,files_ered_complete,followup_ered_timestamp,nachb_01,nachb_01_inhalt,nachb_02,nachb_02_inhalt,nachb_03,nachb_07,nachb_07_inhalt,nachb_08,nachb_08_inhalt,nachb_08_haeufig,nachb_08_zurueck,followup_ered_complete
35,t1_questionnaires_arm_1,06.10.2022 12:26,1,F03T04,2,06.10.2022 12:28,1,1,0,-1,2,0,-1,0,-2,0,0,-1,1,0,-1,0,2,06.10.2022 12:29,4,3,3,2,2,2,3,4,3,4,2,3,3,3,3,2,2,2,2,3,1,1,2,1,2,3,2,1,2,4,2,06.10.2022 12:30,3,4,4,2,3,3,3,4,4,3,5,4,2,2,06.10.2022 12:31,3,3,2,3,2,3,4,2,2,3,2,06.10.2022 12:32,5,6,5,4,4,6,5,3,6,5,2,06.10.2022 12:33,4,3,3,4,3,2,06.10.2022 12:34,6,5,4,5,5,6,4,3,4,4,2,06.10.2022 12:35,3,2,2,1,2,4,2,3,3,3,2,1,2,2,2,3,2,1,2,2,2,06.10.2022 12:59,3,2,3,2,2,2,3,2,2,2,2,06.10.2022 13:00,4,3,2,3,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35_final,t1_questionnaires_arm_1,,1,F03T04,2,,1,1,0,-1,2,0,-1,0,-2,0,0,-1,1,0,-1,0,2,,4,3,3,2,2,2,3,4,3,4,2,3,3,3,3,2,2,2,2,3,1,1,2,1,2,3,2,1,2,4,2,,3,4,4,2,3,3,3,4,4,3,5,4,2,2,,3,3,2,3,2,3,4,2,2,3,2,,5,6,5,4,4,6,5,3,6,5,2,,4,3,3,4,3,2,,6,5,4,5,5,6,4,3,4,4,2,,3,2,2,1,2,4,2,3,3,3,2,1,2,2,2,3,2,1,2,2,2,,3,2,3,2,2,2,3,2,2,2,2,,4,3,2,3,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,t1_questionnaires_arm_1,07.10.2022 07:12,1,F11R01,2,07.10.2022 07:14,1,-2,-2,-3,3,-2,-1,-2,-3,2,-1,-2,1,-3,-3,-3,2,07.10.2022 07:16,3,2,1,1,1,3,4,2,3,2,1,4,1,2,4,1,2,1,2,2,2,3,2,2,1,4,2,3,2,4,2,07.10.2022 07:17,2,4,4,4,5,2,5,2,4,2,5,5,5,2,07.10.2022 07:18,3,3,4,4,2,1,4,2,2,2,2,07.10.2022 07:19,7,5,6,2,6,6,4,6,7,5,2,07.10.2022 07:20,3,1,4,0,4,2,07.10.2022 07:21,6,7,4,6,7,6,3,2,7,6,2,07.10.2022 07:23,2,3,3,2,1,4,3,4,3,2,4,1,4,3,2,4,2,2,2,3,2,07.10.2022 07:25,4,3,3,2,3,4,1,4,4,4,2,07.10.2022 07:25,1,3,2,4,2,07.10.2022 07:26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36_final,t1_questionnaires_arm_1,,1,F11R01,2,,1,-2,-2,-3,3,-2,-1,-2,-3,2,-1,-2,1,-3,-3,-3,2,,3,2,1,1,1,3,4,2,3,2,1,4,1,2,4,1,2,1,2,2,2,3,2,2,1,4,2,3,2,4,2,,2,4,4,4,5,2,5,2,4,2,5,5,5,2,,3,3,4,4,2,1,4,2,2,2,2,,7,5,6,2,6,6,4,6,7,5,2,,3,1,4,0,4,2,,6,7,4,6,7,6,3,2,7,6,2,,2,3,3,2,1,4,3,4,3,2,4,1,4,3,2,4,2,2,2,3,2,,4,3,3,2,3,4,1,4,4,4,2,,1,3,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,t1_questionnaires_arm_1,07.10.2022 10:56,1,D22N08,2,07.10.2022 10:58,3,3,1,-2,2,-2,-2,-1,-2,-3,-2,1,2,0,-3,-2,2,07.10.2022 11:01,3,1,4,2,1,1,3,3,2,3,1,3,3,1,3,1,1,1,1,2,1,1,2,2,1,1,2,1,4,3,2,07.10.2022 11:02,5,4,4,2,3,4,5,4,5,3,4,5,2,2,07.10.2022 11:03,3,3,4,4,1,3,2,4,2,3,2,07.10.2022 11:05,5,5,5,3,5,3,7,5,3,5,2,07.10.2022 11:05,3,4,4,3,4,2,07.10.2022 11:07,6,6,5,6,6,6,6,7,4,6,2,07.10.2022 11:09,3,2,3,2,2,2,2,1,2,3,2,2,3,3,3,2,3,3,3,1,2,07.10.2022 11:11,1,1,2,2,1,1,3,1,1,1,2,07.10.2022 11:33,6,2,2,2,2,07.10.2022 11:34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D22N08,JZ,11.10.2022,2,11.10.2022 12:17,22,1,3,0,2,1,0,0,,2,11.10.2022 12:32,1,1,1,16,1,1,1,2,11.10.2022 12:43,2,1,1,18,3,1,1,2,11.10.2022 12:56,5,1,2,11,3,1,1,2,11.10.2022 13:08,6,1,1,10,7,1,1,2,11.10.2022 13:21,1,5,"Desto herausfordernder es war, desto mehr Spaß hatte ich. Und ich wollte Spaß haben.",2,D22N08_t1_ED.csv,D22N08_t1_nback.csv,D22N08_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
37,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D22N08,CS,19.10.2022,2,D22N08.eeg,D22N08.vhdr,D22N08.vmrk,D22N08_t2_ER.csv,D22N08_t2_ED.csv,"bei einem neutralen Bild stark gelacht, daher Levatoraktivität",2,19.10.2022 12:25,1,Meinem Empfinden nach hat es bei mir kaum Emotionen ausgelöst.,1,,Das ist und war schon immer meine Herangehensweisen an schlimme Situationen.,0,,0,,,,2
37_final,t1_questionnaires_arm_1,,1,D22N08,2,,3,3,1,-2,2,-2,-2,-1,-2,-3,-2,1,2,0,-3,-2,2,,3,1,4,2,1,1,3,3,2,3,1,3,3,1,3,1,1,1,1,2,1,1,2,2,1,1,2,1,4,3,2,,5,4,4,2,3,4,5,4,5,3,4,5,2,2,,3,3,4,4,1,3,2,4,2,3,2,,5,5,5,3,5,3,7,5,3,5,2,,3,4,4,3,4,2,,6,6,5,6,6,6,6,7,4,6,2,,3,2,3,2,2,2,2,1,2,3,2,2,3,3,3,2,3,3,3,1,2,,1,1,2,2,1,1,3,1,1,1,2,,6,2,2,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D22N08,JZ,,2,,22,1,3,0,2,1,0,0,,2,,1,1,1,16,1,1,1,2,,2,1,1,18,3,1,1,2,,5,1,2,11,3,1,1,2,,6,1,1,10,7,1,1,2,,1,5,"I had more fun	 the more challenging it was. And I wanted fun.",2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
37_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D22N08,CS,,2,,,,,,Strong levator activity during a neutral picture due to laughing.,2,,1,I felt like it barely elicited any emotions in me.,1,,It is an has always been my approach to terrible situations.,0,,0,,,,2
38,t1_questionnaires_arm_1,07.10.2022 11:37,1,H12l03,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38_final,t1_questionnaires_arm_1,,1,H12l03,2,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,t1_questionnaires_arm_1,07.10.2022 11:55,1,Z15R03,2,07.10.2022 11:58,-1,0,-1,-2,2,-1,-1,1,-1,0,1,0,-2,3,-2,-1,2,07.10.2022 12:00,4,1,2,2,1,3,4,1,3,4,2,4,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,1,2,3,2,07.10.2022 12:02,3,3,4,2,3,5,1,4,5,2,4,2,1,2,07.10.2022 12:03,4,3,2,3,2,3,3,3,2,3,2,07.10.2022 12:05,3,6,3,3,3,4,4,5,5,4,2,07.10.2022 12:05,4,4,4,3,3,2,07.10.2022 12:06,5,2,2,3,5,4,4,2,3,4,2,07.10.2022 12:08,4,2,3,1,1,4,2,3,1,2,3,2,2,1,2,2,3,2,2,3,2,07.10.2022 12:10,3,2,3,3,3,3,2,2,3,3,2,07.10.2022 12:11,3,2,4,2,2,07.10.2022 12:13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z15R03,CS,20.10.2022,2,20.10.2022 15:59,22,2,3,0,2,1,0,0,,2,20.10.2022 16:22,12,1,17,5,9,19,1,2,20.10.2022 16:34,18,1,14,2,14,18,18,2,20.10.2022 16:44,19,1,16,15,18,5,9,2,20.10.2022 16:53,20,1,6,17,20,10,10,2,20.10.2022 17:04,1,3,,2,Z15R03_t1_ED.csv,Z15R03_t1_nback.csv,Z15R03_t1_randomchoice.csv,Verständnisprobleme der Aufgabe - Erklärung der Aufgabe nach 1. Hälfte 1back und nach 1. Hälfte 2back,2,,,,,,,,,,,,,,,,,,,,,,,,
39,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z15R03,CS,27.10.2022,2,Z15R03.eeg,Z15R03.vhdr,Z15R03.vmrk,Z15R03_t2_ER.csv,Z15R03_t2_ED.csv,,2,27.10.2022 17:02,1,"Die Strategie ""Ablenken"" war für mich persönlich am unwirksamsten",1,,Diese war für mich am einfachsten umsetzbar und meiner Meinung nach sehr effektiv.,0,,0,,,,2
39_final,t1_questionnaires_arm_1,,1,Z15R03,2,,-1,0,-1,-2,2,-1,-1,1,-1,0,1,0,-2,3,-2,-1,2,,4,1,2,2,1,3,4,1,3,4,2,4,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,1,2,3,2,,3,3,4,2,3,5,1,4,5,2,4,2,1,2,,4,3,2,3,2,3,3,3,2,3,2,,3,6,3,3,3,4,4,5,5,4,2,,4,4,4,3,3,2,,5,2,2,3,5,4,4,2,3,4,2,,4,2,3,1,1,4,2,3,1,2,3,2,2,1,2,2,3,2,2,3,2,,3,2,3,3,3,3,2,2,3,3,2,,3,2,4,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z15R03,CS,,2,,22,2,3,0,2,1,0,0,,2,,12,1,17,5,9,19,1,2,,18,1,14,2,14,18,18,2,,19,1,16,15,18,5,9,2,,20,1,6,17,20,10,10,2,,1,3,,2,,,,"Participant had trouble understanding the task	 so the instructor had to explain it again after the first 1-back round and after the first 2-back round",2,,,,,,,,,,,,,,,,,,,,,,,,
39_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Z15R03,CS,,2,,,,,,,2,,1,The strategy distraction was least effective for me.,1,,It was easiest to implement and very effective in my opinion.,0,,0,,,,2
40,t1_questionnaires_arm_1,09.10.2022 12:35,1,S15I11,2,09.10.2022 12:39,1,0,0,-1,1,-2,0,-1,-2,2,0,1,0,2,-2,-2,2,09.10.2022 12:47,3,2,3,2,1,2,4,2,3,4,2,2,3,2,2,1,1,2,2,2,2,3,1,1,1,3,2,2,2,4,2,09.10.2022 12:50,4,2,4,1,2,4,5,3,5,3,4,2,2,2,09.10.2022 12:54,3,3,3,4,2,4,2,3,1,4,2,09.10.2022 12:58,6,5,6,2,5,6,5,6,7,6,2,09.10.2022 13:05,5,5,5,4,5,2,09.10.2022 13:09,5,5,6,5,6,6,5,4,6,5,2,09.10.2022 13:13,3,2,2,3,2,4,2,1,2,3,2,3,4,2,2,2,3,3,2,1,2,09.10.2022 13:16,2,2,3,1,2,2,3,3,4,1,2,09.10.2022 13:22,4,3,2,4,2,09.10.2022 13:25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S15I11,CS,10.10.2022,2,10.10.2022 15:33,21,2,1,0,2,1,0,0,,2,10.10.2022 15:49,2,1,4,17,2,1,3,2,10.10.2022 15:59,7,5,9,11,16,10,7,2,10.10.2022 16:09,16,11,18,4,17,16,13,2,10.10.2022 16:17,20,14,19,1,19,20,16,2,10.10.2022 16:27,1,3,,2,S15I11_t1_ED.csv,S15I11_t1_nback.csv,S15I11_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
40,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S15I11,CS,17.10.2022,2,S15I11.eeg,S15I11.vhdr,S15I11.vmrk,S15I11_t2_ER.csv,S15I11_t2_ED.csv,"Keine Muttersprache, daher etwas langsamer bei Instruktionen und Training",2,17.10.2022 16:40,0,,1,,"Weil es mich einfacher ist eine ""Pokerface "" zu haben. Bin sozusagen schon daran gewöhnt ",0,,0,,,,2
40_final,t1_questionnaires_arm_1,,1,S15I11,2,,1,0,0,-1,1,-2,0,-1,-2,2,0,1,0,2,-2,-2,2,,3,2,3,2,1,2,4,2,3,4,2,2,3,2,2,1,1,2,2,2,2,3,1,1,1,3,2,2,2,4,2,,4,2,4,1,2,4,5,3,5,3,4,2,2,2,,3,3,3,4,2,4,2,3,1,4,2,,6,5,6,2,5,6,5,6,7,6,2,,5,5,5,4,5,2,,5,5,6,5,6,6,5,4,6,5,2,,3,2,2,3,2,4,2,1,2,3,2,3,4,2,2,2,3,3,2,1,2,,2,2,3,1,2,2,3,3,4,1,2,,4,3,2,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S15I11,CS,,2,,21,2,1,0,2,1,0,0,,2,,2,1,4,17,2,1,3,2,,7,5,9,11,16,10,7,2,,16,11,18,4,17,16,13,2,,20,14,19,1,19,20,16,2,,1,3,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
40_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S15I11,CS,,2,,,,,,"No native speaker	 slower during instructions and training.",2,,0,,1,,"It is easier for me to have a pokerface	 I am used to it.",0,,0,,,,2
41,t1_questionnaires_arm_1,10.10.2022 01:11,1,F18O09,2,10.10.2022 01:13,-1,2,1,-2,2,-1,-2,2,-2,-2,-1,-2,-2,-3,-2,2,2,10.10.2022 01:16,2,2,1,3,1,1,3,2,3,3,1,4,3,1,2,2,2,2,3,3,2,1,1,1,1,2,3,1,1,2,2,10.10.2022 01:17,4,4,2,1,2,2,5,1,3,2,2,4,2,2,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41_final,t1_questionnaires_arm_1,,1,F18O09,2,,-1,2,1,-2,2,-1,-2,2,-2,-2,-1,-2,-2,-3,-2,2,2,,2,2,1,3,1,1,3,2,3,3,1,4,3,1,2,2,2,2,3,3,2,1,1,1,1,2,3,1,1,2,2,,4,4,2,1,2,2,5,1,3,2,2,4,2,2,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,t1_questionnaires_arm_1,10.10.2022 11:51,1,L08B02,2,10.10.2022 11:52,1,2,0,-1,1,2,-1,-1,-2,-1,0,-1,-1,-1,-2,-1,2,10.10.2022 11:54,3,2,2,2,1,2,3,3,4,4,2,2,3,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,4,3,2,10.10.2022 11:54,4,3,5,3,2,3,4,2,4,2,4,3,2,2,10.10.2022 11:55,3,3,3,3,3,2,3,2,2,3,2,10.10.2022 11:56,3,3,4,2,3,5,4,2,6,5,2,10.10.2022 11:56,2,3,2,2,1,2,10.10.2022 11:57,4,3,3,3,2,5,3,3,3,5,2,10.10.2022 11:58,2,2,1,3,3,2,2,2,2,3,2,1,3,4,1,2,2,2,3,2,2,10.10.2022 11:59,2,3,3,3,3,2,2,4,1,2,2,10.10.2022 12:00,2,4,1,4,2,10.10.2022 12:07,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L08B02,JK,21.10.2022,2,21.10.2022 10:29,20,2,3,0,2,1,0,0,,2,21.10.2022 10:43,14,2,3,16,13,4,2,2,21.10.2022 10:52,18,2,7,7,15,3,2,2,21.10.2022 11:02,20,1,13,4,19,7,4,2,21.10.2022 11:11,19,1,10,9,19,4,5,2,21.10.2022 11:20,1,3,,2,L08T02_t1_ED.csv,L08T02_t1_nback.csv,L08T02_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,,
42,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L08B02,JK,28.10.2022,2,L08B02.eeg,L08B02.vhdr,L08B02.vmrk,L08B02_t2_ER.csv,L08B02_t2_ED.csv,,2,28.10.2022 11:19,0,,1,,Diese hat für mich am besten in den vorherigen Durchgängen funktioniert,0,,0,,,,2
42_final,t1_questionnaires_arm_1,,1,L08B02,2,,1,2,0,-1,1,2,-1,-1,-2,-1,0,-1,-1,-1,-2,-1,2,,3,2,2,2,1,2,3,3,4,4,2,2,3,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,4,3,2,,4,3,5,3,2,3,4,2,4,2,4,3,2,2,,3,3,3,3,3,2,3,2,2,3,2,,3,3,4,2,3,5,4,2,6,5,2,,2,3,2,2,1,2,,4,3,3,3,2,5,3,3,3,5,2,,2,2,1,3,3,2,2,2,2,3,2,1,3,4,1,2,2,2,3,2,2,,2,3,3,3,3,2,2,4,1,2,2,,2,4,1,4,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
