record_id,redcap_event_name,consent,subject_id_quest,information_complete,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nfc_07,nfc_08,nfc_09,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_complete,bis11_01,bis11_02,bis11_03,bis11_04,bis11_05,bis11_06,bis11_07,bis11_08,bis11_09,bis11_10,bis11_11,bis11_12,bis11_13,bis11_14,bis11_15,bis11_16,bis11_17,bis11_18,bis11_19,bis11_20,bis11_21,bis11_22,bis11_23,bis11_24,bis11_25,bis11_26,bis11_27,bis11_28,bis11_29,bis11_30,bis_11_complete,bscs_1,bscs_2,bscs_3,bscs_4,bscs_5,bscs_6,bscs_7,bscs_8,bscs_9,bscs_10,bscs_11,bscs_12,bscs_13,bscs_complete,srs_01,srs_02,srs_03,srs_04,srs_05,srs_06,srs_07,srs_08,srs_09,srs_10,srs_complete,erq_01,erq_02,erq_03,erq_04,erq_05,erq_06,erq_07,erq_08,erq_09,erq_10,erq_complete,who5_1,who5_2,who5_3,who5_4,who5_5,who5_complete,risc_01,risc_04,risc_06,risc_07,risc_08,risc_11,risc_14,risc_16,risc_17,risc_19,cdrisc_complete,acs_01,acs_02,acs_03,acs_04,acs_05,acs_06,acs_07,acs_08,acs_09,acs_10,acs_11,acs_12,acs_13,acs_14,acs_15,acs_16,acs_17,acs_18,acs_19,acs_20,acs_complete,flexer_01,flexer_02,flexer_03,flexer_04,flexer_05,flexer_06,flexer_07,flexer_08,flexer_09,flexer_10,flexer_complete,layb_01,layb_02,layb_03,layb_04,lay_beliefs_complete,appointment_complete,subject_id_lab,vl,date,preparatory_coged_complete,age,gender,edu,state,general_questions_complete,inclusion,inclusion_0___1,inclusion_0___2,inclusion_0_2,researcher_questions_complete,nasa_tlx_1,nasa_tlx_2,nasa_tlx_3,nasa_tlx_4,nasa_tlx_5,nasa_tlx_6,avers,nasatlx_aversion_complete,nasa_tlx_1b,nasa_tlx_2b,nasa_tlx_3b,nasa_tlx_4b,nasa_tlx_5b,nasa_tlx_6b,aversb,nasatlx_aversion2_complete,nasa_tlx_1c,nasa_tlx_2c,nasa_tlx_3c,nasa_tlx_4c,nasa_tlx_5c,nasa_tlx_6c,aversc,nasatlx_aversion3_complete,nasa_tlx_1d,nasa_tlx_2d,nasa_tlx_3d,nasa_tlx_4d,nasa_tlx_5d,nasa_tlx_6d,aversd,nasatlx_aversion4_complete,followup_adherence,followup_motivation,followup_motivation_other,followup_coged_complete,t1_psychopy_ed_csv,t1_psychopy_nback_csv,t1_psychopy_randch_log,t1_session_notes,files_coged_complete,record_id_2,vl_er,date_er,preparatory_ered_complete,emg_eeg,emg_vhdr,emg_vmrk,er_psychopy_csv,ed_psychopy_csv,t2_session_notes,files_ered_complete,nachb_01,nachb_01_inhalt,nachb_02,nachb_02_inhalt,nachb_03,nachb_07,nachb_07_inhalt,nachb_08,nachb_08_inhalt,nachb_08_haeufig,nachb_08_zurueck,followup_ered_complete
66_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D02R08,CS,03.11.2022,2,22,2,3,0,2,1,0,0,,2,11,2,6,18,7,3,5,2,16,2,13,14,16,9,6,2,19,2,19,12,19,7,8,2,20,2,19,15,20,6,6,2,1,2,,2,D02R08_t1_ED.csv,D02R08_t1_nback.csv,D02R08_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
66_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D02R08,CS,10.11.2022,2,D02R08.eeg,D02R08.vhdr,D02R08.vmrk,D02R08_t2_ER.csv,D02R08_t2_ED.csv,,2,0,,1,,I found the other two a lot harder.,0,,0,,,,2
67_final,t1_questionnaires_arm_1,1,M18T09,2,1,1,-1,1,2,3,0,-1,-2,2,1,-2,-1,0,-2,-3,2,4,3,1,3,3,3,4,3,2,3,2,3,3,3,2,2,2,2,3,3,1,1,3,4,1,3,2,2,2,2,2,5,5,5,3,3,2,5,2,2,4,3,3,1,2,3,2,1,3,4,2,3,3,3,2,2,2,2,5,1,4,5,2,5,5,6,2,4,3,1,1,3,2,5,4,4,1,6,5,5,2,3,2,2,4,2,2,1,2,4,3,4,3,3,1,3,3,1,4,3,3,1,3,2,2,3,2,2,2,3,2,1,4,3,2,2,3,5,1,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M18T09,CS,01.11.2022,2,25,2,3,0,2,1,0,0,,2,3,1,1,19,2,2,1,2,3,2,1,20,3,2,1,2,16,7,15,9,13,17,11,2,17,2,6,9,7,11,9,2,1,3,,2,M18T09_t1_ED.csv,M18T09_t1_nback.csv,M18T09_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
67_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M18T09,JZ,08.11.2022,2,M18T09.eeg,M18T09.vhdr,M18T09.vmrk,M18T09_t2_ER.csv,M18T09_t2_ED.csv,,2,0,,1,,It is easy for me to find geometric shapes in pictures.,0,,0,,,,2
68_final,t1_questionnaires_arm_1,1,B20S10,2,2,-2,-2,-3,3,1,2,1,2,-2,1,-2,-3,-3,-2,0,2,4,3,4,1,1,2,4,2,4,1,1,3,1,3,2,1,3,1,3,2,1,4,1,1,4,3,3,2,2,3,2,1,2,5,5,5,3,3,2,4,2,5,5,5,2,4,3,3,4,1,3,2,3,1,4,2,5,3,6,1,1,1,5,5,2,5,2,2,2,3,1,0,2,6,5,5,7,5,6,4,4,6,5,2,2,1,1,2,2,3,1,2,1,3,3,1,4,1,1,2,3,3,3,4,2,2,4,4,4,2,3,1,2,4,3,2,2,4,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B20S10,CS,02.11.2022,2,19,2,3,0,2,1,0,0,,2,15,1,18,15,15,10,18,2,14,1,18,9,16,18,18,2,11,1,17,8,17,17,17,2,19,1,17,8,16,17,19,2,1,3,,2,B20S10_t1_ED.csv,B20S10_t1_nback.csv,B20S10_t1_randomchoice.csv,NASA-TLX was collected on paper for 2- to 4-back due to technical issues,,,,,,,,,,,,,,,,,,,,,,,,
68_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B20S10,JZ,09.11.2022,2,B20S10.eeg,B20S10.vhdr,B20S10.vmrk,B20S10_t2_ER.csv,B20S10_t2_ED.csv,,2,0,,1,,Was easiest for me.,0,,0,,,,2
69_final,t1_questionnaires_arm_1,1,P03R06,2,2,2,-1,2,2,1,-1,-1,-3,-1,1,-1,1,0,-2,-2,2,3,2,2,3,1,3,3,2,3,3,2,2,2,2,3,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,4,4,2,3,4,4,3,4,4,4,4,3,2,3,3,2,2,3,2,3,2,3,3,2,6,2,3,2,3,2,5,5,4,5,2,4,4,4,3,4,2,5,5,4,3,5,5,4,3,3,5,2,3,1,2,1,2,2,1,2,1,3,1,2,4,4,3,2,2,3,3,2,2,3,3,3,3,3,2,2,3,3,3,2,5,2,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70_final,t1_questionnaires_arm_1,1,D08E08,2,2,2,-1,-3,3,-2,-2,0,-3,2,-2,-1,1,1,-2,-2,2,3,2,2,1,2,4,4,3,2,3,1,3,4,2,3,1,2,2,2,3,1,2,1,3,2,3,3,1,3,3,2,4,3,4,3,4,3,3,2,4,3,4,3,3,2,3,3,3,3,2,3,3,3,2,3,2,6,4,6,2,5,4,6,5,5,5,2,4,4,4,4,3,2,6,5,5,7,6,7,4,5,5,6,2,2,2,2,4,3,1,2,2,3,3,2,1,4,3,2,2,3,3,3,2,2,2,3,3,2,2,2,3,2,2,1,2,6,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D08E08,JZ,24.11.2022,2,23,1,3,0,2,1,0,0,,2,9,1,10,17,12,2,2,2,14,1,15,19,14,1,1,2,17,1,17,8,18,3,2,2,19,1,18,3,19,4,4,2,1,5,Black is too easy for 1 euro (challenge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D08E08,CS,01.12.2022,2,D08E08.eeg,D08E08.vhdr,D08E08.vmrk,D08E08_t2_ER.csv,D08E08_t2_ED.csv,,2,1,I am much worse at distancing than distraction or suppression. Violence against animals is a weak spot.,1,,Because it was most effective and least effortful.,0,,0,,,,2
71_final,t1_questionnaires_arm_1,1,R17D05,2,2,1,-1,-1,3,-1,-2,-2,-3,1,-3,-3,1,-1,-3,-2,2,3,2,2,1,2,3,2,3,4,3,1,3,1,2,3,2,2,2,3,3,1,1,2,1,1,3,3,1,3,2,2,4,4,4,3,3,3,4,4,5,2,4,4,4,2,2,3,3,3,3,3,2,3,2,3,2,5,5,5,1,5,4,5,5,6,5,2,4,1,3,1,5,2,6,4,2,5,7,5,5,5,5,5,2,2,1,1,3,3,1,2,2,3,3,2,1,4,3,2,2,3,3,3,2,2,2,2,2,2,2,3,3,3,2,1,2,4,4,2,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R17D05,JK,14.11.2022,2,19,2,3,0,2,1,0,0,,2,5,7,13,18,5,2,1,2,13,3,13,10,15,5,1,2,17,1,10,10,19,3,1,2,20,1,17,3,19,5,1,2,1,5,I tried to create fair relations.,2,R17D05_t1_ED.csv,R17D05_t1_nback.csv,R17D05_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
71_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R17D05,CS,28.11.2022,2,R17D05.eeg,R17D05.vhdr,R17D05.vmrk,R17D05_t2_ER.csv,R17D05_t2_ED.csv,,2,1,Pictures of injury/wounds have a more spontaneous impression than pictures of emotional content.,1,,It was most fun.,0,,0,,,,2
72_final,t1_questionnaires_arm_1,1,R22N06,2,2,1,0,-2,2,2,-2,-1,-1,1,0,-1,-2,-2,-3,-1,2,3,3,1,2,2,3,1,4,3,2,1,3,1,1,3,2,1,2,2,3,2,3,1,1,1,2,3,1,4,2,2,3,2,3,2,4,3,3,2,4,2,3,4,3,2,3,3,3,4,2,2,2,3,2,3,2,5,6,4,2,5,5,6,5,6,5,2,4,3,3,4,4,2,7,6,5,7,6,5,5,3,5,5,2,3,1,1,3,3,2,1,2,2,3,2,1,4,3,2,2,3,3,3,1,2,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73_final,t1_questionnaires_arm_1,1,N27T06,2,1,-1,-1,0,2,-1,-1,-1,-2,-1,-2,-1,1,0,0,-2,2,4,2,1,2,2,4,3,3,2,2,2,3,4,2,2,2,3,1,3,3,1,3,2,2,3,2,2,3,4,3,2,2,3,4,3,4,2,3,3,3,2,4,5,3,2,3,3,3,3,3,2,3,2,3,3,2,5,3,5,2,4,3,5,4,6,5,2,2,4,2,2,2,2,5,3,4,5,6,5,6,3,6,5,2,2,2,3,3,2,3,2,3,3,2,2,1,3,2,2,2,3,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,4,3,2,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74_final,t1_questionnaires_arm_1,1,N24N04,2,-1,-1,0,0,0,-1,0,1,-1,0,-1,-1,-2,-3,0,0,2,4,2,3,1,2,2,3,3,2,2,1,3,3,2,2,1,2,2,2,2,1,4,2,1,2,3,2,2,1,3,2,3,2,5,3,4,2,2,4,5,3,5,3,3,2,3,3,2,3,3,3,3,3,2,3,2,3,3,3,2,4,4,4,4,4,4,2,1,0,1,1,2,2,7,5,3,6,6,6,5,4,5,4,2,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,3,4,3,3,2,4,3,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N24N04,CS,17.11.2022,2,22,1,3,0,2,1,0,0,,2,3,2,1,16,4,1,1,2,6,2,4,18,7,1,2,2,7,2,5,7,9,7,4,2,6,2,7,5,9,9,6,2,1,3,,2,N24N04_t1_ED.csv,N24N04_t1_nback.csv,N24N04_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
74_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N24N04,CS,24.11.2022,2,N24N04.eeg,N24N04.vhdr,N24N04.vmrk,N24N04_t2_ER.csv,N24N04_t2_ED.csv,,2,0,,1,,It was the most effective and least effortful method.,0,,0,,,,2
75_final,t1_questionnaires_arm_1,1,L24I04,2,2,2,2,0,1,0,1,3,-2,-2,-1,1,3,1,-2,-1,2,4,1,3,2,2,1,2,4,3,3,1,3,3,1,3,2,1,2,2,3,2,2,2,2,1,2,2,2,3,3,2,4,4,5,2,4,4,4,4,4,2,5,4,1,2,4,3,3,3,2,3,2,3,3,3,2,6,4,5,4,5,5,6,6,6,4,2,1,1,2,1,1,2,5,5,5,5,6,5,6,5,5,5,2,2,2,2,3,2,2,2,2,2,3,2,3,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,5,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L24I04,JZ,01.12.2022,2,24,1,3,0,2,1,0,0,,2,13,13,10,16,9,11,12,2,16,1,12,9,12,8,11,2,18,5,8,12,16,14,9,2,19,8,15,3,18,16,14,2,1,3,,2,L24I04_t1_ED.csv,L24I04_t1_nback.csv,L24I04_t1_randomchoice.csv,Participant reports not having 100 percent vision despite glasses,2,,,,,,,,,,,,,,,,,,,,,,,
75_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L24I04,CS,08.12.2022,2,L24I04.eeg,L24I04.vhdr,L24I04.vmrk,L24I04_t2_ER.csv,L24I04_t2_ED.csv,,2,1,Sometimes there was a quite neutral picture in between.,1,,Worked best in preventing naturally arising emotions.,0,,0,,,,2
76_final,t1_questionnaires_arm_1,1,K15V08,2,1,2,-1,-2,2,-2,-1,1,-2,2,-2,-1,-1,1,-2,-1,2,2,2,1,1,2,4,2,3,2,4,1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,4,2,2,2,3,2,4,4,2,1,4,2,5,1,2,3,2,4,2,2,3,1,2,3,3,3,2,2,2,2,2,3,6,5,5,4,6,3,3,7,5,2,3,2,2,4,3,2,5,3,2,3,3,3,2,2,2,5,2,2,2,2,3,3,2,2,2,3,2,3,3,4,1,3,3,2,2,1,2,2,3,3,4,4,3,3,1,2,3,3,2,2,5,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K15V08,CS,18.11.2022,2,27,1,3,0,2,1,0,0,,2,6,1,7,8,5,6,2,2,8,1,5,13,9,3,2,2,13,1,8,7,8,8,9,2,10,1,4,6,7,11,9,2,1,5,When I get paid for something I do not want to deliver results that I am not happy with.,2,K15V08_t1_ED.csv,K15V08_t1_nback.csv,K15V08_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
76_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,K15V08,JK,25.11.2022,2,K15V08.eeg,K15V08.vhdr,K15V08.vmrk,K15V08_t2_ER.csv,K15V08_t2_ED.csv,,2,0,,1,,Had to concentrate less than during others.,0,,1,Videos were shown of people telling a story and you had to report how emotionally aroused you were.,1,175,2
77_final,t1_questionnaires_arm_1,1,P28D11,2,2,2,-1,-1,2,-2,1,2,0,1,-1,0,-1,-2,1,1,2,4,1,3,2,1,3,4,2,2,3,1,3,3,2,2,1,2,2,3,2,1,3,3,1,1,3,2,1,2,3,2,3,4,4,2,1,4,4,3,4,3,4,3,3,2,3,2,2,3,4,2,4,3,3,3,2,6,3,2,3,2,3,6,5,5,5,2,4,2,3,1,2,2,6,2,2,5,5,4,5,3,3,5,2,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78_final,t1_questionnaires_arm_1,1,W21A06,2,3,2,1,0,1,1,-2,-1,-2,-3,-1,2,1,2,-1,-1,2,2,1,2,1,1,3,4,2,2,4,3,4,4,2,4,1,1,1,2,3,1,1,2,1,1,2,2,1,4,4,2,4,2,3,2,2,4,3,3,4,2,4,4,1,2,4,3,3,3,2,2,3,3,1,3,2,6,6,7,2,6,4,5,3,6,2,2,2,3,1,3,1,2,6,5,7,5,2,6,7,2,6,4,2,1,2,2,3,4,1,2,3,4,4,2,3,4,3,1,1,3,2,2,2,2,2,4,3,1,1,3,4,3,2,1,2,3,4,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W21A06,CS,15.11.2022,2,20,2,3,0,2,1,0,0,,2,12,3,5,16,6,4,1,2,14,5,10,16,13,7,4,2,16,8,15,11,13,13,12,2,18,10,17,7,18,19,11,2,1,5,I wanted to get as much money for as much certainty as I could,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W21A06,JZ,22.11.2022,2,W21A06.eeg,W21A06.vhdr,W21A06.vmrk,W21A06_t2_ER.csv,W21A06_t2_ED.csv,,2,1,It was hard to distract myself when having to look at the pictures all the time.,1,,It was the one that was most effective for me,,,,,,,
79_final,t1_questionnaires_arm_1,1,D11D08,2,3,2,2,-3,3,-1,-2,1,-3,-2,-3,-3,2,1,-3,-3,2,4,1,4,1,1,3,4,4,4,4,1,4,4,1,3,1,2,1,2,4,1,1,2,3,1,2,1,1,4,4,2,4,2,5,2,2,1,2,5,4,2,5,1,2,2,4,3,3,3,2,4,2,4,1,4,2,6,2,6,1,5,1,6,6,1,6,2,4,5,5,4,5,2,7,5,5,6,6,6,6,6,6,6,2,3,1,1,2,3,2,2,2,3,3,2,1,3,3,2,1,3,3,3,1,2,2,3,4,3,2,2,4,4,3,1,2,2,2,1,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79_final,l1_coged_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D11D08,CS,01.11.2022,2,22,2,3,0,2,1,0,0,,2,9,1,11,18,15,5,6,2,17,1,14,15,17,7,5,2,18,1,11,16,17,6,4,2,20,1,15,16,20,9,9,2,1,3,,2,D11D08_t1_ED.csv,D11D08_t1_nback.csv,D11D08_t1_randomchoice.csv,,2,,,,,,,,,,,,,,,,,,,,,,,
79_final,l2_ered_arm_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D11D08,JZ,08.11.2022,2,D11D08.eeg,D11D08.vhdr,D11D08.vmrk,D11D08_t2_ER.csv,D11D08_t2_ED.csv,Strong coughing during two pictures in the choice block.,2,0,,1,,Seeing behaviour through the eyes of another person makes regulation much easier than having to overwrite your thoughts.,0,,0,,,,2
80_final,t1_questionnaires_arm_1,1,L20I01,2,-2,-1,-2,-1,1,0,2,0,-1,2,1,0,-2,-3,1,2,2,4,1,1,2,2,3,4,4,2,4,2,4,2,2,2,1,1,2,1,2,1,1,2,1,1,3,2,2,3,4,2,5,4,4,1,2,4,1,4,4,3,4,3,2,2,3,3,3,3,3,3,3,3,2,3,2,4,5,4,1,3,5,5,4,4,5,2,4,4,3,3,3,2,2,2,3,3,5,4,4,2,2,5,2,2,3,2,2,2,2,3,3,4,2,2,3,2,1,4,3,3,2,2,3,2,2,2,3,2,3,3,2,2,3,2,2,3,2,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
